Encounter,Year ,Month,Date,Manta Individual,Ided by,Name,ID Shot?,Sex,Age Class,Pigmentation,Latitude,Longitude,Time Observed,Water Depth (ft),Water Depth (m),Water Temperature (°F),Water Temperature (°C),Dissolved Oxygen (mg/L),Salinity (ppt),Habitat,Disc Width (ft),Disc Width (m),How Disc Width Measured,Encounter Length (minutes),Behavioral Index,Behavior,Feeding,Somersault/Barrel Roll,Travel Direction,Tide,Within 1 km of inlet,Tide Chart Used,Distance to Closest Inlet (km),Which Inlet,Distance to Closest Pier/Jetty,Which Pier,Within 1 km of Pier or Inlet,New Fishing Gear,Fishing Gear Location,Old Fishing Gear Present,2nd Fishing Gear Location,New Injury?,Injury Location,Injury Cause,Recent?,More Injuries?,Associated Species Analysis,Acoustic Tag,Satellite Tag,Genetic Sample,Mucous Sample,Zooplankton Sample,Dorsal Photo,Ventral Photo,Adopted/Named By,Notes,MM Encounter,Verfied,Resting T/F,Feeding T/F
180,2020,Aug,8/5/2020,76,FMP Survey,,Yes,Female,Unknown,Normal,26.726880,-80.031190,9:28,23,7.01,82.8,28.22,,,Sand,8.5,2.6,Field Estimation,76,2,Feeding,Bottom,No,North,High,No,LWI,5.1,LWI,5.1,LWI,No,No,N/A,N/A,N/A,No,N/A,N/A,N/A,,Yes,No,No,Yes,No,No,Yes,Yes,,"BT and MR spotted Manta 76 at 9:28.  Manta was east of drone.  Viz wasn't that great but able to get ID shot.  While droning Manta 76, Manta 77 swam by. BT got genetic sample.  Manta was swimming south then making a tight north turn and floating into the north-bound current feeding.  Stayed with Manta 76 until 1044. 2/6/22 VF classified feeding as bottom based on videos of manta swimming on bottom with open mouth and unrolled CFs.",8bdf7822-aa45-4fb5-9432-dae73f901f1b,VF 8/16/22,0,0
181,2020,Aug,8/5/2020,77,FMP Survey,,Yes,Male,Immature,Normal,26.726880,-80.031190,9:31,23,7.01,82.8,28.22,,,Sand,8,2.4,Field Estimation,10,2,Feeding,Sub-Surface,Yes,South,High,No,LWI,5.1,LWI,5.1,LWI,No,No,N/A,N/A,N/A,No,N/A,N/A,N/A,,No,No,No,No,No,No,Yes,Yes,,"Manta 77 swam by Manta 76 at 9:31.  Feeding as well.  Observed one barrel roll.  Was able to get ID shot pretty easily.  After getting ID shot, unable to locate this manta again. 2/6/22 VF classified feeding as mid-water based on videos of manta swimming in the water column with open mouth and unrolled CFs.",8b007c77-b581-4a1d-9825-c1feb35272d5,VF 8/16/22,0,0
182,2020,Aug,8/7/2020,55,FMP Survey,,Yes,Male,Immature,Normal,26.959260,-80.074900,12:55,11.2,3.41,85.4,29.67,,,Sand,8,2.4,Field Estimation,Not recorded,1,Not Determined,N/A,N/A,Not Recorded,Ebb,No,JI,1.8,JI,1.8,JI,No,No,N/A,N/A,N/A,No,N/A,N/A,N/A,,No,No,No,No,No,No,No,Yes,,4 mantas feeding and swimming around Coral Cove and just North. Difficult to keep track of who is who. Used GPS waypoint from Manta 79 as a proxy.  Manta 55 was very skittish and took us many attempts to get ID shot.,,VF 8/16/22,0,1
183,2020,Aug,8/7/2020,66,FMP Survey,Wiley,Yes,Female,Unknown,Normal,27.004700,-80.087570,10:30,10.2,3.11,84.2,29,,,Sand,8,2.4,Field Estimation,55,2,Traveling,N/A,N/A,North,Flood,No,JI,7,JI,7,JI,No,No,N/A,N/A,N/A,No,N/A,N/A,N/A,,Yes,Yes,No,No,No,No,Yes,Yes,,Found Manta 66 at 10:30.  MR and CP got ID shot.  Lost and had to find again with drone.  JP missed first acoustic tag on R side (didn't hit hard enough).  Got in again and deployed on left side at 11:18  Manta did flip underneath me in response to both tagging attempts. Left at 1125 going north.,17d5d5bb-428f-4d3d-bcc9-e67ed93f7e88,VF 8/16/22,0,0
184,2020,Aug,8/7/2020,76,FMP Survey,,Yes,Female,Unknown,Normal,26.980440,-80.080230,11:49,16.3,4.97,84.7,29.28,,,Sand,,,Not Estimated,25,2,Feeding,Bottom,N/A,None,High,No,JI,4.1,JI,4.1,JI,No,No,N/A,N/A,N/A,No,N/A,N/A,N/A,,Yes,Yes,No,No,No,No,Yes,Yes,,Found Manta 76 at 11:49.  JP deployed acoustic tag at 12:03.  BT got in with camera and got photos.  Manta was pretty chill.  Feeding.  Lots of bait swimming with manta. Left Manta in front of Coral Cove swimming south. 2/6/22 VF classified feeding as bottom based on videos of manta swimming on bottom with open mouth and unrolled CFs.,17d5d5bb-428f-4d3d-bcc9-e67ed93f7e88,VF 8/16/22,0,0
185,2020,Aug,8/7/2020,78,FMP Survey,,Yes,Male,Immature,Normal,26.963590,-80.076340,12:38,10.6,3.23,85.4,29.67,,,Sand,8,2.4,Field Estimation,Not recorded,2,Not Determined,N/A,N/A,Not Recorded,High,No,JI,2.3,JI,2.3,JI,No,No,N/A,N/A,N/A,No,N/A,N/A,N/A,,Yes,No,No,Yes,No,No,Yes,Yes,,Found Manta 78 at 12:28.  Pretty sure this is the manta we saw next to the hammerhead when we opted to swim with the hammerhead.   JP got biopsy on left side.  4 mantas feeding and swimming around Coral Cove and just North. Difficult to keep track of who is who. 2/6/22 VF classified feeding as bottom based on videos of manta swimming on bottom with open mouth and unrolled CFs.,552dcf20-6077-4318-81cb-140da8aea5a6,VF 8/17/22,0,0
186,2020,Aug,8/7/2020,79,FMP Survey,,Yes,Female,Unknown,Normal,26.959260,-80.074900,13:20,11.2,3.41,85.4,29.67,,,Sand,7,2.1,Field Estimation,4,1,Not Determined,N/A,N/A,Not Recorded,Ebb,No,JI,1.8,JI,1.8,JI,No,No,N/A,N/A,N/A,No,N/A,N/A,N/A,,No,No,No,No,No,No,No,Yes,,4 mantas feeding and swimming around Coral Cove and just North. Difficult to keep track of who is who. Manta 79 skittish.  BT got ID shot.,35630e69-c350-42da-bda5-d68fdcb6730f,VF 8/17/22,0,1
187,2020,Aug,8/8/2020,55,FMP Survey,,Yes,Male,Immature,Normal,26.973586,-80.079242,10:25,9,2.74,84.6,29.22,,,Sand,,,Not Estimated,Not recorded,Not recorded,Not Determined,N/A,N/A,Not Recorded,Flood,No,JI,3.4,JI,3.4,JI,No,No,N/A,N/A,N/A,No,N/A,N/A,N/A,,Yes,No,No,No,No,No,Yes,Yes,,Found 2 mantas with drone (got wypt from drone). Got in with Manta 55. No other notes taken.,a3dbf922-f5d5-49fa-90b4-709ae5c043bd,VF 8/27/22,0,1
188,2020,Aug,8/8/2020,76,FMP Survey,,Yes,Female,Unknown,Normal,26.983910,-80.083550,10:57,8.9,2.71,84.6,29.22,,,Sand,,,Not Estimated,Not recorded,2,Feeding,Bottom,No,Not Recorded,Flood,No,JI,4.6,JI,4.6,JI,No,No,N/A,N/A,N/A,No,N/A,N/A,N/A,,Yes,Yes,No,No,No,No,Yes,Yes,,Manta 76 was feeding in murky water in front of Blowing Rocks.  Viz not great and lots of boats around.  Tag looked good. No other details recorded. 2/6/22 VF classified feeding as bottom based on videos of manta swimming on bottom with open mouth and unrolled CFs.,4c20753a-aeca-4835-a1fd-29a52c982119,VF 8/27/22,0,1
189,2020,Aug,8/8/2020,79,FMP Survey,,Yes,Female,Unknown,Normal,26.956120,-80.072990,9:48,11.5,3.51,84,28.89,,,Sand,,,Not Estimated,140,1,Feeding,Bottom,No,North,Flood,No,JI,1.4,JI,1.4,JI,No,No,N/A,N/A,N/A,No,N/A,N/A,N/A,,No,No,No,No,No,No,Yes,Yes,,"Found Manta 79 at 9:48 traveling north.  JP didn't get great ID shot, but could identify from day before. Still pretty skittish.  Saw this Manta again at 11:50 S of Blowing Rocks- filmed with drone. VF identified behavior as bottom feeding based on notes and video of manta with unrolled CFs and mouth open swimming near bottom (second encounter).",09e675fb-1379-46e2-85aa-37376d38eae5,VF 8/27/22,0,1
190,2020,Aug,8/8/2020,80,FMP Survey,,Yes,Female,Unknown,Normal,26.983910,-80.083550,10:57,8.9,2.71,84.6,29.22,,,Sand,,,Not Estimated,Not recorded,1,Feeding,Near Surface,No,Not Recorded,Flood,No,JI,4.6,JI,4.6,JI,No,No,N/A,N/A,N/A,No,N/A,N/A,N/A,,Yes,No,No,No,No,No,No,Yes,,Not much data was recorded about this manta.  It took us a long time to get the ID shot.  Manta was feeding at surface in the milky water but was pretty skittish.,5a221d46-28fa-4611-919e-5e55798c808e,VF 8/27/22,0,0
191,2020,Aug,8/10/2020,33,FMP Survey,Leila,Yes,Female,Unknown,Normal,26.871260,-80.048500,10:51,9,2.74,85.9,29.94,,,Sand,,,Not Estimated,18,3,Feeding,Not recorded,No,South,Flood,No,JI,8.4,JI,2.6,JBP,No,No,N/A,N/A,N/A,No,N/A,N/A,N/A,,No,No,Yes,No,No,No,No,Yes,,Found Manta 33 with the drone at 10:51.  Very chill and relaxed.  Upside down swam for Tiffany.  Sat tag looks good.. Left traveling south at 11:09. Feeding.,18394259-4a5d-48ef-a4db-3abb2e627538,VF 8/29/22,0,0
192,2020,Aug,8/10/2020,No ID,FMP Survey,,No,Unknown,Unknown,Normal,26.877094,-80.050372,10:51,10,3.05,85.8,29.89,,,Sand,,,,,,,,,North,Flood,No,JI,7.7,JI,1.9,JBP,No,,,,,,,,,,No,,,,,,No,No,,Found Manta 33 and No ID Manta at 1051.  Easily got ID shot on Manta 33 and tried to find other manta but were uanble to locate despite sun coming out and viz being extremely good. ,,VF 8/29/22,0,0
193,2020,Aug,8/12/2020,81,FMP Survey,Reedy,Yes,Female,Unknown,Normal,26.835850,-80.037290,9:17,15.1,4.6,85.5,29.72,,,Sand,9,2.7,Field Estimation,20,3,Traveling,N/A,N/A,South,Low,No,LWI,7.1,LWI,6.7,JBP,No,No,N/A,N/A,N/A,No,N/A,N/A,N/A,,Yes,No,No,Yes,No,No,Yes,Yes,Anthony Planas,"Found Manta 81 with drone at 9:17 traveling south.  JP got in to get ID shot, manta was swimming on bottom and slowly lifted up to just below me.  Easy to get ID shot.  Manta super chill.  Lost in deeper water and relocated with drone, swimming on bottom in 25 ft of water.  JP took biopsy on left side (a little bit of blood trailed wound).  Lost manta in deep water and didn't relocate.",2cbd6793-6bdf-45e1-83c5-230c7a77c70c,VF 8/29/22,0,0
194,2020,Aug,8/12/2020,82,FMP Survey,,Yes,Female,Unknown,Normal,26.829200,-80.038110,9:45,10.3,3.14,85.7,29.83,,,Sand,7,2.1,Field Estimation,30,1,Traveling,N/A,N/A,North,Low,No,LWI,6.4,LWI,6.4,LWI,No,No,N/A,N/A,N/A,No,N/A,N/A,N/A,,Yes,No,No,No,No,No,Yes,Yes,,Found Manta 82 with drone while looking to relocate Manta 81. SM and JP got in and failed to get ID shot.  Steve Kajiura located manta with his drone.  MR and Steve's student got in.  MR got ID shot.  Left Manta traveling north.,d2b87c07-0985-40f2-ae1e-c54fd4cd1485,VF 8/29/22,0,0
195,2020,Aug,8/14/2020,64,FMP Survey,Skye,Yes,Male,Immature,Normal,26.863350,-80.044050,10:20,10.2,3.11,84.3,29.06,,,Sand,7.8,2.4,Laser Photogrammetry,34,3,Not Determined,N/A,N/A,North,Low,No,JI,9.2,JI,3.5,JBP,No,No,N/A,N/A,N/A,No,N/A,N/A,N/A,,Yes,No,No,No,No,No,Yes,Yes,,Found Manta 64 at 10:20 with drone going north.  CP got in and Skye upside down swam for 2:10.  MR got in at same time and measured with lasers.  Swam into deeper (25 ft) water. JP got in and just got dorsal footage in deeper water.  Left at 10:54 going north.  Estimate DW at 8ft- lasers measured at 2.5 m. Was possibly feeding but stopped to interact with us- behavior not determined.,d4a597c9-1aee-4341-a504-6285fd247b1a,VF 8/29/22,0,0
196,2020,Aug,8/17/2020,83,FMP Survey,,Yes,Female,Unknown,Normal,26.723110,-80.032991,11:25,11.8,3.6,85,29.44,,,Sand,7.5,2.3,Field Estimation,20,1,Traveling,N/A,N/A,South,Ebb,No,LWI,5.5,LWI,5.5,LWI,No,No,N/A,N/A,N/A,No,N/A,N/A,N/A,,Yes,No,No,No,No,No,Yes,Yes,,"Found Manta 83 with drone at 11:25.  Manta was traveling quickly south in shallow water.  TB got in twice and manta flashed her but from a little far away. MR got in 2x, and got ID shot on 2nd try. OC got in one more time.  Left Manta 83 11:45 traveling south.",a61d5e0b-e30f-4a16-a64f-5447890e1c80,VF 8/29/22,0,1
197,2020,Aug,8/19/2020,63,FMP Survey,Yvonne,Yes,Male,Immature,Normal,26.978590,-80.080950,9:31,10,3.05,82.9,28.28,,,Hardbottom,8,2.4,Field Estimation,43,1,Traveling,N/A,N/A,North,High,No,JI,4,JI,4,JI,No,Yes,Anterior Ventral,N/A,N/A,No,N/A,N/A,N/A,,Yes,No,No,No,No,No,Yes,Yes,,"Found Manta 63 with drone over hardbottom at Blowing Rocks at 9:31.  At first thought it wasn't manta because it was barely moving. JP and MB attempted to get ID shot but water very milky inshore.  Manta swam East, and MR was able to get ID shot.  Could see trailing fishing line from drone.  Jess got in and trimmed up fishing line twice, pulled on it once but it wouldn't pull out.  Manta was doing a lot of body shaking and trembling seemlingly in response to fishing line/hook (maybe it is from recent encounter?).  Fishing hook and lure next to left gills. Ventral scars still very visible. MB got nice ventral photos. On last encounter, manta ""charged"" MR.  Left Manta traveling north at 10:14.  Manta was that friendly and I think that was mostly due to fishing line.  He would dart away but never very far.  It was very easy to keep up with him.  On one of first drops, with JP and MB manta splashed very dramatically at surface. Disc width estimated at 8 ft.",6d6e75d1-ab2c-4369-b990-4d536fca0d84,VF 8/29/22,0,1
198,2020,Aug,8/28/2020,84,FMP Survey,,Yes,Female,Unknown,Normal,26.721060,-80.032670,11:57,8.9,2.71,85.1,29.5,,,Sand,7,2.1,Field Estimation,41,1,Feeding,Not recorded,No,South,Low,No,LWI,5.7,LWI,5.7,LWI,No,No,N/A,N/A,N/A,No,N/A,N/A,N/A,,No,No,No,No,No,No,Yes,Yes,,"Found Manta 84 with drone just north of Breakers traveling quickly south with CFs unrolled.  Was very close to shore in very shallow water with very bad in-water vizibilty. At one point in front of Breakers, Manta 84 passed a SER. MR and CP got in multiple times with barely seeing manta.  Manta would swim quickly away.  Manta eventually turned north (at one point avoided line marking swim area). MR and CP eventually got ID shot when manta was in slightly deeper water.  Left Manta at 12:38 going North.",7f5dc6e4-7b23-4a42-b256-e2cdb90b2943,VF 8/29/22,0,1
199,2020,Sep,9/8/2020,85,FMP Survey,Lindsey Jean,Yes,Female,Unknown,Normal,26.810600,-80.033310,12:08,7.9,2.41,84.5,29.17,,,Sand,,,Not Estimated,86,1,Feeding,Bottom,No,North,Flood,No,LWI,4.1,LWI,4.1,LWI,No,No,N/A,N/A,N/A,No,N/A,N/A,N/A,,No,No,No,No,No,No,No,Yes,,Orginally saw manta in same vicinity on aerial survey at 10:15 (pretty sure it's same manta).  Found Manta 85 on boat at 12:08 with drone.  Manta was feeding on bottom close to shore.  Water nearshore was very stirred up and manta was pretty skittish.  It took me a number of tries to get the ID shot.  Manta swam east into clearer water and was a little more relaxed. Let PBS film crew get in a few times but manta still skittish.  Manta swimming back and forth feeding on bottom at McAP.  Left Manta heading north at 13:34.,000499b5-0e88-446c-b16b-276c1a19f34e,VF 8/29/22,0,1
200,2020,Sep,9/9/2020,86,FMP Survey,,Yes,Male,Immature,Normal,26.938930,-80.067390,9:18,9.9,3.02,84,28.89,,,Sand,7.64,2.3,Laser Photogrammetry,116,2,Feeding,Surface,No,None,Flood,Yes,JI,0.6,JI,0.6,JI,Yes,No,N/A,N/A,N/A,No,N/A,N/A,N/A,,Yes,No,No,No,No,No,Yes,Yes,,"Found Manta 86 with drone almost immediately after launching.  Manta was surface feeding along color change outside Jupiter Inlet. Got ID shot fairly easily. Manta would swim up and down color change line. Was very easy to keep track of bc he stayed at the surface with dorsal and pectoral fins coming out of water.  Did some filming.  Mostly people stayed in water and waited for manta to pass.  JP got in with lasers but had to measure ventrally as manta was too close to surface.  Left still feeding at 11:14.  Not that friendly towards us, just wanted to be left alone to eat.",747299c6-713d-43a4-811f-f9697534d87f,VF 8/29/22,0,1
201,2020,Sep,9/19/2020,87,FMP Survey,Ruth,Yes,Female,Unknown,Normal,26.906200,-80.059590,13:59,9.6,2.93,85.4,29.67,,,Sand,7,2.1,Field Estimation,26,2,Feeding,Near Surface,No,South,Ebb,No,JI,4.3,JI,1.5,JBP,No,No,N/A,N/A,N/A,No,N/A,N/A,N/A,,No,No,No,No,No,No,Yes,Yes,,"Manta 87 was spotted while we were about to put drone up near Jupiter Beach Club.  Manta was feeding in milky waters.  Was difficult to get ID shot because viz was so bad.  JP eventually got it, but had to be very close to manta. Left Manta at 1425. 2/6/22 VF classified feeding as near-surface based on drone video of manta swimming just below the surface with open mouth and unrolled CFs.",b80317c7-a958-402e-834b-2e48dd3c1296,VF 8/30/22,0,0
202,2020,Sep,9/19/2020,88,FMP Survey,Nemo,Yes,Male,Immature,Normal,26.918667,-80.061845,14:52,8.9,2.71,85.1,29.5,,,Sand,8,2.4,Field Estimation,39,2,Feeding,Bottom,No,South,Ebb,No,JI,2.9,JI,2.9,JBP,No,No,N/A,N/A,N/A,No,N/A,N/A,N/A,,No,No,No,No,No,No,Yes,Yes,,Had drone up heading north and James spotted Manta 88 East of the boat at 14:52.  Manta feeding on bottom most of the time. JP was able to get ID shot after a couple of attempts.  Others were able to get in for short swims.  Manta continued to swim south.  Left at 1531 heading south just south of JBP.,7797549c-32ed-4a48-954e-925d42435a65,VF 8/30/22,0,0
203,2020,Sep,9/19/2020,No ID,FMP Survey,,No,Unknown,Unknown,Normal,26.712540,-80.030290,12:30,9.6,2.93,84.7,29.28,,,Sand,,0,,Not recorded,,,,,,Ebb,No,LWI,6.7,LWI,6.7,LWI,No,,,,,,,,,,No,,,,,,No,No,, Jess put drone up at 12:22 and found No ID Manta near Breakers. Did a bit a filming at surface and lost manta when trying to get in with it.  JP but up another drone battery but was unable to locate.,,VF 8/30/22,0,1
204,2020,Sep,9/28/2020,27,FMP Survey,Gillie,Yes,Male,Immature,Normal,26.835950,-80.038390,11:36,13.1,3.99,82.9,28.28,,,Sand,,,Not Estimated,17,2,Not Determined,N/A,N/A,South,Low,No,LWI,7.1,LWI,6.6,JBP,No,No,N/A,N/A,N/A,No,N/A,N/A,N/A,,No,No,No,No,No,No,No,Yes,,"Found Manta 27 at 11:36.  Put Sel and Juliane (newbies) in water first.  They saw manta but uanble to get ID shot.  Mario got in water and got ID shot.  We then lost Gillie at 1153. Tried to find him with the drone but were unsuccessful. He was swimming on bottom during entire encounter, believe he was feeding but unable to verify.  I was unable to get in water with him because of inexperienced crew.  Since he was on the bottom I never got a good size estimate.  Mario and Sel said he was small and estimated at 5-6 ft, but I don't think that is at all possible.",914c3186-9cd8-46dc-8574-a95d8d65f2c3,VF 8/30/22,0,1
205,2020,Sep,9/29/2020,86,FMP Survey,,Yes,Male,Immature,Normal,26.741160,-80.032630,10:57,18,5.49,83.1,28.39,,,Sand,8,2.4,Field Estimation,41,2,Feeding,Bottom,No,South,Ebb,No,LWI,3.5,LWI,3.5,LWI,No,No,N/A,N/A,N/A,No,N/A,N/A,N/A,,Yes,No,No,No,No,No,Yes,Yes,,"Found Manta 86 at 1057 with drone. Seas were rough and though I could see big lateral black spot, it took quite a few tries to get an actual ID shot.  We were out with CBS News and there camera man got in a few times.  I got in once with lasers, visually estimated disc width to be 8'. Not that skittish but didn't interact with us. Left at 11:38 traveling south. 2/6/22 VF classified feeding as bottom based on videos of manta swimming on bottom with open mouth and unrolled CFs.",7f585359-ea79-4dfb-821d-97ade2158ffa,VF 8/30/22,0,1
206,2020,Sep,9/30/2020,49,FMP Survey,Georgie,Yes,Female,Unknown,Normal,26.652800,-80.035960,10:58,4.8,1.46,83.6,28.67,,,Sand,,,Not Estimated,126,1,Feeding,Not recorded,No,None,Ebb,No,LWP,12,BBI,4.5,LWP,No,No,N/A,N/A,N/A,No,N/A,N/A,N/A,,No,No,No,No,No,No,No,Yes,,"Found 2 mantas with drone feeding next to shore inside or along sandbar.  Eventually we realized there were 4 total mantas by looking with drone at 11:56 (Manta 86, 87 and No ID).  Maggie was only able to get one ID shot of this manta.  Verified with MMF researchers that this was a match.  Shading looked different. No disc width estimation.",12a00f94-f084-4314-872a-be94841b1cce,VF 8/31/22,0,1
207,2020,Sep,9/30/2020,64,FMP Survey,Skye,Yes,Male,Immature,Normal,26.652800,-80.035960,10:58,4.8,1.46,83.6,28.67,,,Sand,,,Not Estimated,126,1,Feeding,Bottom,No,None,Ebb,No,LWP,12,BBI,4.5,LWP,No,No,N/A,N/A,N/A,Yes,Pectoral Fin,Unknown,Healed,,Yes,No,No,No,No,No,Yes,Yes,,"Found 2 mantas with drone feeding next to shore inside or along sandbar. One of these original mantas was Manta 64 who looked noticeably larger than the others.  Eventually we realized there were 4 total mantas by looking with drone at 11:56 (Manta 86, 87 and No ID).  Manta 64 was pretty tolerant of us and was much easier to get ID shots with than the other mantas.  He had a rip on the leading edge of this left pectoral fin.",7a1a2651-1497-4725-bbd3-ec247c242505,VF 8/31/22,0,1
208,2020,Sep,9/30/2020,86,FMP Survey,,Yes,Male,Immature,Normal,26.652800,-80.035960,10:58,4.8,1.46,83.6,28.67,,,Sand,,0,,126,1,Feeding,Not recorded,No,None,Ebb,No,LWP,12,BBI,4.5,LWP,No,No,N/A,N/A,N/A,No,N/A,N/A,N/A,,No,No,No,No,No,No,No,Yes,,"Found 2 mantas with drone feeding next to shore inside or along sandbar. One of these original mantas was Manta 64 who looked noticeably larger than the others.  Eventually we realized there were 4 total mantas by looking with drone at 11:56 (Manta 86, 87 and No ID). Was difficult to get ID shots because they were in such shallow water when they were on sandbar (2-4 ft.) ",9f40e18f-0df9-40f7-87c8-9473491e26db,VF 8/31/22,0,1
209,2020,Sep,9/30/2020,No ID,FMP Survey,,No,Unknown,Unknown,Normal,26.652800,-80.035960,10:58,4.8,1.46,83.6,28.67,,,Sand,,0,,126,1,Feeding,Not recorded,,None,Ebb,No,LWP,12,BBI,4.5,LWP,No,,,,,,,,,,No,,,,,,No,No,,"At 1058 found 2 mantas with the drone, feeding inside sandbar. Put the drone up again and there were 4 Mantas. No ID, Mantas 64, 96 and 87. NO ID manta was very skittish and decided to leave it alone.  Difficult because mantas were feeding next to or on sandbar in VERY shallow water.",,VF 8/31/22,0,1
210,2020,Oct,10/11/2020,59,FMP Survey,,Yes,Male,Immature,Normal,26.701350,-80.031480,12:49,14.8,4.51,83.4,28.56,,,Sand,8,2.4,Field Estimation,41,2,Feeding,Near Surface,No,None,Flood,No,LWI,7.9,LWI,7.9,LWI,No,No,N/A,N/A,N/A,No,N/A,N/A,N/A,,Yes,No,No,Yes,No,No,Yes,Yes,,Found Manta 59 at 1249.  Manta was feeding and BT got ID shot after DT missed.  JP got genetic sample at 13:25. 2 cobia on manta ray. Left Manta at 13:30. Disc width estimated at 8 ft. 8/31/22 VF classified feeding as near-surface based on videos of manta swimming in water column with open mouth and unrolled CFs.,c3004896-5fb4-4dcc-96ef-5dadf3f098a4,VF 8/31/22,0,0
